t,x,y,z
111.600,25,155,-947
111.650,-171,38,-976
111.700,-59,70,-934
111.750,-18,168,-934
111.800,-114,55,-1001
111.850,-12,50,-1001
111.900,-57,52,-968
111.950,57,241,-1216
112.000,-31,202,-3314
112.050,49,54,-1342
112.100,189,61,-981
112.150,93,87,-1109
112.200,85,54,-1008
112.250,69,107,-967
112.300,-41,76,-859
112.350,-64,-29,-1055
112.400,-64,-116,-1077
112.450,191,-14,-1075
112.500,87,39,-961
112.550,102,196,-979
112.600,130,-73,-1069
112.650,-4,-149,-956
112.700,94,-109,-1028
112.750,155,-87,-997
112.800,82,-41,-1060
112.850,-152,-245,-972
112.900,-15,-122,-1137
112.950,-48,-89,-997
113.000,-86,-192,-846
113.050,-36,-108,-1107
113.100,-93,-117,-1092
113.150,-38,-182,-1060
113.200,-123,-214,-1126
113.250,-61,-153,-1015
113.300,-93,-32,-935
113.350,-141,-138,-984
113.400,-27,-59,-1005
113.450,-114,-28,-949
113.500,-132,48,-967
113.550,73,-42,-908
113.600,-31,-67,-955
113.650,-40,-3,-1197
113.700,-21,-45,-1014
113.750,-213,118,-1147
113.800,-106,36,-1001
113.850,-164,126,-961
113.900,-60,72,-1221
113.950,113,81,-1246
114.000,15,104,-3145
114.050,-36,180,-1172
114.100,47,83,-923
114.150,78,59,-1027
114.200,69,142,-1040
114.250,134,228,-953
114.300,76,104,-1035
114.350,0,-15,-1110
114.400,172,-7,-1148
114.450,140,45,-976
114.500,-7,-89,-859
114.550,50,21,-990
114.600,-16,-149,-960
114.650,64,-68,-917
114.700,-49,-64,-906
114.750,138,-93,-962
114.800,109,-151,-1118
114.850,115,-85,-854
114.900,-21,-15,-934
114.950,55,-96,-1076
115.000,-23,-139,-998
115.050,-99,-79,-857
115.100,-101,-53,-1151
115.150,-5,-68,-1073
115.200,-15,-73,-855
115.250,-62,-39,-1012
115.300,-171,149,-985
115.350,-65,-39,-1117
115.400,-204,-165,-894
115.450,-59,-42,-1114
115.500,-166,-8,-1099
115.550,-29,-49,-1023
115.600,-103,-144,-935
115.650,-86,-132,-1031
115.700,-108,-24,-972
115.750,26,98,-1113
115.800,-113,-77,-984
115.850,-125,111,-936
115.900,39,112,-1021
115.950,-145,273,-1121
116.000,-7,135,-3292
116.050,-15,101,-1345
116.100,171,120,-1050
116.150,13,109,-1127
116.200,97,78,-928
116.250,99,18,-1054
116.300,192,93,-952
116.350,137,38,-1088
116.400,239,15,-897
116.450,92,104,-1069
116.500,-5,-22,-1039
116.550,152,12,-1124
116.600,36,-143,-1060
116.650,82,-95,-907
116.700,114,-127,-897
116.750,144,-55,-1029
116.800,214,-17,-1086
116.850,58,-156,-928
116.900,-51,-146,-1049
116.950,54,-183,-999
117.000,-172,-32,-1215
117.050,-2,-79,-1040
117.100,57,-5,-914
117.150,45,-63,-1030
117.200,-38,7,-1004
117.250,-263,-205,-856
117.300,-147,-108,-924
117.350,-17,-1,-988
117.400,-265,147,-1030
117.450,-12,-4,-1043
117.500,-121,-13,-868
117.550,-202,47,-856
117.600,-136,34,-1094
117.650,43,-45,-948
117.700,-238,-10,-982
117.750,-160,50,-1107
117.800,-52,-14,-1085
117.850,-24,-63,-950
117.900,-96,223,-1043
117.950,-86,107,-1218
118.000,-195,49,-3099
118.050,-68,1,-1425
118.100,3,-5,-965
118.150,-75,51,-1015
118.200,10,62,-1077
118.250,0,169,-966
118.300,115,143,-968
118.350,65,92,-1020
118.400,235,48,-996
118.450,224,82,-1056
118.500,138,-102,-1020
118.550,113,-4,-1013
118.600,19,1,-956
118.650,35,-47,-961
118.700,120,-30,-962
118.750,119,-13,-963
118.800,18,-54,-1053
118.850,-1,-62,-995
118.900,-23,-50,-1060
118.950,53,-205,-894
119.000,39,-63,-999
119.050,-122,-232,-994
119.100,-61,-69,-917
119.150,-12,-166,-949
119.200,-108,-49,-952
119.250,-112,46,-1027
119.300,-79,43,-985
119.350,-156,-73,-981
119.400,-131,-72,-924
119.450,-114,123,-1013
119.500,-182,-20,-926
119.550,-145,105,-999
119.600,-63,-27,-997
119.650,-90,129,-1037
119.700,-206,-29,-1054
119.750,-20,-1,-1078
119.800,-83,79,-1007
119.850,-148,64,-924
119.900,1,126,-1061
119.950,-38,-1,-1252
120.000,68,81,-3230
120.050,-51,89,-1164
120.100,-27,113,-928
120.150,38,-16,-973
120.200,181,93,-1003
120.250,67,-100,-975
120.300,42,-14,-901
120.350,13,53,-1099
120.400,122,-82,-982
120.450,108,75,-1104
120.500,65,-66,-942
120.550,-40,-47,-961
120.600,109,-154,-911
120.650,94,34,-1034
120.700,84,-43,-1035
120.750,248,-92,-973
120.800,7,-125,-1012
120.850,-12,-165,-997
120.900,-2,75,-1015
120.950,-37,-49,-860
121.000,-128,-2,-1085
121.050,-55,-210,-1038
121.100,-142,-144,-1027
121.150,-57,-69,-979
121.200,-65,23,-987
121.250,26,-60,-1051
121.300,-190,-282,-1035
121.350,-182,-47,-897
121.400,-276,23,-1121
121.450,-247,163,-939
121.500,-338,107,-1018
121.550,21,-58,-984
121.600,-86,-135,-990
121.650,-25,-31,-958
121.700,-28,60,-909
121.750,-19,200,-979
121.800,24,69,-946
121.850,-18,124,-941
121.900,-56,69,-1145
121.950,3,5,-1362
122.000,-31,152,-3171
122.050,53,84,-1278
122.100,-40,218,-871
122.150,-3,-10,-1093
122.200,-15,6,-976
122.250,85,139,-986
122.300,98,35,-875
122.350,218,-18,-976
122.400,74,10,-1045
122.450,7,-6,-925
122.500,210,76,-989
122.550,206,-22,-1010
122.600,-11,64,-919
122.650,13,-146,-841
122.700,99,-145,-1025
122.750,117,15,-935
122.800,187,-23,-964
122.850,143,-129,-1047
122.900,-82,-34,-1056
122.950,36,-91,-1027
123.000,-32,-21,-870
123.050,-49,-161,-846
123.100,-24,-140,-1026
123.150,23,-96,-993
123.200,-162,-143,-911
123.250,-37,10,-1136
123.300,-127,-34,-946
123.350,77,-29,-1071
123.400,-156,-138,-892
123.450,-111,-67,-908
123.500,8,-25,-1042
123.550,-75,-120,-960
123.600,-41,46,-943
123.650,-88,59,-889
123.700,-72,189,-931
123.750,-92,67,-1054
123.800,39,303,-1020
123.850,-22,128,-993
123.900,-44,146,-1118
123.950,-86,118,-1297
124.000,16,147,-3138
124.050,-68,44,-1216
124.100,38,110,-904
124.150,-101,208,-984
124.200,-43,178,-856
124.250,191,51,-944
124.300,124,-51,-795
124.350,10,211,-1002
124.400,116,11,-888
124.450,242,30,-1050
124.500,44,54,-1178
124.550,-30,-15,-975
124.600,56,-65,-1138
124.650,58,-58,-977
124.700,127,-215,-875
124.750,-98,-29,-1036
124.800,137,-37,-1015
124.850,20,-222,-1007
124.900,-28,-171,-1089
124.950,16,-133,-930
125.000,-43,-219,-1063
125.050,-14,-245,-895
125.100,-50,-106,-990
125.150,8,-37,-1061
125.200,-117,76,-1169
125.250,-152,-142,-928
125.300,-59,-34,-1070
125.350,-64,-123,-1045
125.400,-156,-89,-1080
125.450,-82,8,-1066
125.500,-137,34,-988
125.550,16,-5,-974
125.600,-42,-49,-1087
125.650,-199,78,-1016
125.700,-61,68,-984
125.750,-20,38,-940
125.800,-10,-30,-1019
125.850,78,376,-1004
125.900,-29,-36,-992
125.950,-21,53,-1163
126.000,17,20,-3337
126.050,74,48,-1379
126.100,-104,84,-953
126.150,110,108,-868
126.200,-36,96,-970
126.250,-61,55,-1088
126.300,99,-8,-948
126.350,216,28,-1052
126.400,-2,63,-1074
126.450,173,148,-862
126.500,246,9,-963
126.550,36,-122,-941
126.600,-19,48,-1069
126.650,72,93,-980
126.700,122,-80,-932
126.750,50,-145,-1079
126.800,-66,-182,-946
126.850,39,-166,-937
126.900,45,-60,-1079
126.950,-21,-71,-1022
127.000,80,-38,-880
127.050,9,-150,-996
127.100,155,-8,-1012
127.150,12,-105,-1026
127.200,32,-47,-925
127.250,69,-110,-975
127.300,-5,5,-1030
127.350,-85,109,-1045
127.400,-58,9,-1115
127.450,-47,-123,-983
127.500,-1,-40,-1122
127.550,-101,14,-990
127.600,-77,54,-1117
127.650,-3,-128,-1028
127.700,-16,-2,-1116
127.750,-131,32,-840
127.800,-178,115,-1016
127.850,-111,-21,-1095
127.900,-3,149,-896
127.950,-92,-71,-1261
128.000,42,195,-3418
128.050,135,109,-1145
128.100,14,206,-1047
128.150,217,48,-1121
128.200,78,172,-899
128.250,66,103,-1001
128.300,189,143,-1040
128.350,167,44,-905
128.400,65,38,-1046
128.450,-26,-82,-910
128.500,150,-63,-961
128.550,101,46,-1035
128.600,94,-123,-908
128.650,131,-36,-804
128.700,175,56,-973
128.750,30,-34,-996
128.800,32,14,-1025
128.850,66,-79,-1120
128.900,74,-33,-996
128.950,36,-124,-1050
129.000,-50,-244,-957
129.050,-122,-135,-1167
129.100,-84,-52,-993
129.150,-43,-70,-1135
129.200,11,-114,-997
129.250,-36,-283,-886
129.300,-108,-14,-1028
129.350,-138,60,-1096
129.400,-72,-73,-959
129.450,-27,40,-955
129.500,-148,-20,-973
129.550,-2,53,-1015
129.600,-78,104,-963
129.650,-17,13,-927
129.700,-109,66,-954
129.750,-177,50,-978
129.800,-45,147,-1186
129.850,-178,169,-941
129.900,125,86,-905
129.950,162,-84,-1442
130.000,-40,-14,-3162
130.050,-6,43,-1210
130.100,83,48,-946
130.150,-28,33,-906
130.200,-9,41,-1037
130.250,26,-133,-1125
130.300,93,169,-945
130.350,48,35,-1134
130.400,75,12,-1047
130.450,146,47,-956
130.500,276,43,-1158
130.550,-13,-20,-1071
130.600,75,82,-994
130.650,-8,69,-1016
130.700,77,-42,-959
130.750,12,-66,-901
130.800,157,-146,-999
130.850,167,-110,-1107
130.900,-21,-47,-1008
130.950,19,-78,-1022
131.000,40,6,-966
131.050,26,-9,-942
131.100,60,-257,-997
131.150,-13,-100,-1068
131.200,-69,-140,-973
131.250,-17,-90,-915
131.300,-123,-107,-994
131.350,-121,34,-1014
131.400,-52,44,-1130
131.450,-103,-6,-1148
131.500,-96,-15,-1115
131.550,8,26,-1180
131.600,-133,5,-1009
131.650,-150,-40,-980
131.700,-158,136,-961
131.750,-52,25,-991
131.800,-54,93,-1129
131.850,-46,-93,-990
131.900,167,17,-1066
131.950,51,31,-1394
132.000,-19,112,-3231
132.050,-22,51,-1332
132.100,-26,119,-891
132.150,-21,-3,-1006
132.200,12,-34,-1107
132.250,-78,65,-1059
132.300,224,90,-1082
132.350,1,8,-1109
132.400,89,119,-1026
132.450,43,-142,-1118
132.500,107,-11,-985
132.550,-15,54,-1040
132.600,-52,-120,-1051
132.650,83,-179,-930
132.700,80,9,-885
132.750,47,-122,-954
132.800,-80,5,-1005
132.850,11,-180,-1105
132.900,6,-58,-1001
132.950,-169,-154,-959
133.000,147,-112,-970
133.050,-15,-131,-1092
133.100,-104,-202,-963
133.150,23,-104,-1051
133.200,22,96,-1140
133.250,-26,-60,-974
133.300,-26,64,-1010
133.350,83,-140,-939
133.400,-209,-144,-966
133.450,-41,-62,-955
133.500,-158,89,-1118
133.550,-82,39,-983
133.600,-95,21,-1206
133.650,-206,125,-944
133.700,28,64,-865
133.750,-82,153,-1037
133.800,-103,153,-1116
133.850,77,237,-1001
133.900,79,52,-1021
133.950,3,55,-1257
134.000,71,152,-3358
134.050,-106,132,-1342
134.100,-98,-1,-1024
134.150,167,120,-1070
134.200,-28,1,-1082
134.250,84,160,-783
134.300,222,20,-925
134.350,97,185,-959
134.400,55,108,-1063
134.450,48,-9,-1021
134.500,-67,81,-786
134.550,0,93,-1136
134.600,89,-97,-985
134.650,131,-149,-1013
134.700,140,-133,-901
134.750,174,-109,-887
134.800,-97,-130,-957
134.850,121,-1,-922
134.900,34,-40,-998
134.950,-102,-26,-954
135.000,-10,-146,-844
135.050,-90,-93,-1056
135.100,-35,-4,-967
135.150,-70,-24,-925
135.200,-64,-115,-1058
135.250,-222,53,-1057
135.300,-174,-127,-1091
135.350,0,-52,-1078
135.400,-160,-111,-910
135.450,-213,-9,-961
135.500,-71,18,-1011
135.550,-287,14,-1040
135.600,-201,147,-899
135.650,-119,74,-1000
135.700,-232,24,-930
135.750,-80,-9,-910
135.800,-31,-12,-1046
135.850,-79,10,-939
135.900,-74,106,-858
135.950,-69,11,-1316
136.000,-36,73,-3406
136.050,-108,67,-1419
136.100,-57,322,-807
136.150,236,64,-1088
136.200,103,-1,-1022
136.250,-4,142,-1009
136.300,107,10,-1016
136.350,-56,37,-1025
136.400,128,-7,-1080
136.450,105,132,-1011
136.500,243,-200,-1069
136.550,77,-122,-1219
136.600,99,-110,-1064
136.650,78,-63,-1050
136.700,130,-122,-909
136.750,169,-197,-1070
136.800,133,-183,-1046
136.850,58,-9,-906
136.900,19,-52,-974
136.950,146,-100,-1011
137.000,-16,-204,-1104
137.050,-231,19,-843
137.100,-169,-27,-968
137.150,-62,-39,-1008
137.200,153,-8,-1063
137.250,-158,40,-1021
137.300,-98,-47,-995
137.350,3,-121,-1184
137.400,-140,-94,-1051
137.450,-232,-91,-1116
137.500,-23,-87,-1018
137.550,16,-12,-970
137.600,-15,77,-1047
137.650,-172,149,-985
137.700,-138,31,-1004
137.750,-213,109,-916
137.800,-111,14,-1033
137.850,-61,250,-932
137.900,-17,46,-995
137.950,-30,6,-1352
138.000,35,14,-3455
138.050,3,67,-1456
138.100,126,189,-834
138.150,9,135,-902
138.200,102,173,-987
138.250,32,108,-961
138.300,135,146,-987
138.350,72,140,-1012
138.400,29,107,-1171
138.450,188,83,-1000
138.500,191,-32,-976
138.550,-16,-114,-964
138.600,62,-122,-926
138.650,83,-99,-1013
138.700,201,28,-996
138.750,122,-117,-856
138.800,164,-110,-984
138.850,119,-12,-919
138.900,86,-67,-1127
138.950,133,-126,-980
139.000,-2,-16,-1034
139.050,-109,19,-944
139.100,93,-99,-973
139.150,27,-171,-1124
139.200,-125,-132,-857
139.250,135,-87,-993
139.300,-106,-78,-973
139.350,-62,-74,-1009
139.400,-143,-89,-1032
139.450,-43,23,-1042
139.500,-22,5,-923
139.550,-114,160,-888
139.600,-37,146,-1052
139.650,50,-53,-994
139.700,-130,-94,-1104
139.750,-106,110,-1030
139.800,16,55,-1074
139.850,63,186,-1020
139.900,-160,8,-1042
139.950,-10,195,-1315
140.000,23,134,-3461
140.050,106,220,-1278
140.100,155,75,-1000
140.150,155,75,-1049
140.200,201,69,-1064
140.250,70,-101,-916
140.300,189,-41,-1054
140.350,238,123,-1026
140.400,82,63,-886
140.450,161,61,-1016
140.500,223,47,-1088
140.550,68,129,-1145
140.600,10,13,-1011
140.650,-2,-326,-1027
140.700,175,-139,-1092
140.750,133,41,-1070
140.800,31,-202,-1000
140.850,-14,-103,-1196
140.900,104,-243,-1108
140.950,-4,-260,-1129
141.000,-76,-247,-1057
141.050,-24,38,-930
141.100,-228,-112,-1069
141.150,-9,-117,-972
141.200,-7,-112,-1132
141.250,-104,-21,-954
141.300,-96,-5,-1008
141.350,-193,-32,-933
141.400,10,-78,-990
141.450,-118,-124,-974
141.500,-175,6,-1053
141.550,-146,11,-994
141.600,-56,-2,-1023
141.650,-60,12,-998
141.700,-127,55,-934
141.750,-6,136,-903
141.800,-47,160,-1026
141.850,35,150,-867
141.900,36,149,-975
141.950,-56,47,-1255
142.000,-103,225,-3367
142.050,65,176,-1303
142.100,24,-77,-972
142.150,90,-28,-985
142.200,50,164,-1136
142.250,26,55,-1069
142.300,96,-106,-1181
142.350,87,89,-1066
142.400,125,55,-954
142.450,105,-121,-1000
142.500,110,120,-1120
142.550,282,-22,-1085
142.600,72,59,-996
142.650,29,10,-922
142.700,81,78,-831
142.750,-123,-68,-852
142.800,99,38,-954
142.850,-70,-140,-1001
142.900,138,-100,-1038
142.950,-28,-84,-983
143.000,184,-111,-1099
143.050,34,-77,-986
143.100,-88,-57,-1039
143.150,-89,-136,-922
143.200,-174,-88,-1021
143.250,-11,-85,-927
143.300,-142,-24,-978
143.350,-82,80,-957
143.400,-74,57,-969
143.450,-119,62,-821
143.500,-145,52,-989
143.550,-91,-135,-1051
143.600,-159,146,-1090
143.650,17,-30,-1014
143.700,-113,14,-1125
143.750,41,161,-904
143.800,19,154,-901
143.850,-107,135,-884
143.900,-3,81,-1071
143.950,-37,61,-1564
144.000,38,222,-3350
144.050,30,41,-1344
144.100,143,-14,-820
144.150,-75,158,-1054
144.200,23,-91,-924
144.250,105,157,-1040
144.300,188,74,-1014
144.350,49,145,-971
144.400,129,-87,-1005
144.450,18,-49,-1148
144.500,147,-9,-1000
144.550,20,-1,-1080
144.600,88,20,-970
144.650,136,-99,-1155
144.700,103,-144,-1026
144.750,-23,-89,-947
144.800,32,-179,-988
144.850,67,-87,-977
144.900,130,38,-943
144.950,-12,-70,-1111
145.000,1,49,-1004
145.050,-17,-161,-911
145.100,-54,-71,-1028
145.150,-142,-103,-1081
145.200,-113,-127,-862
145.250,-19,-45,-1050
145.300,-32,-70,-902
145.350,-107,92,-1018
145.400,-88,-68,-1002
145.450,-177,-107,-1133
145.500,-167,-76,-977
145.550,-150,3,-895
145.600,-48,-94,-968
145.650,-41,34,-1076
145.700,-52,38,-979
145.750,-24,104,-1039
145.800,-188,89,-1010
145.850,-59,115,-957
145.900,-117,163,-973
145.950,-3,104,-1152
146.000,36,93,-3544
146.050,-6,138,-1429
146.100,19,106,-938
146.150,-75,74,-1019
146.200,59,114,-930
146.250,158,278,-982
146.300,117,49,-1006
146.350,17,31,-1052
146.400,-7,44,-1045
146.450,115,-7,-960
146.500,215,42,-1029
146.550,69,1,-1033
146.600,67,61,-977
146.650,51,-30,-1009
146.700,40,-39,-1032
146.750,23,-14,-1054
146.800,170,-180,-963
146.850,77,-61,-976
146.900,103,-116,-1030
146.950,-11,61,-1083
147.000,86,-166,-957
147.050,73,-197,-1071
147.100,39,1,-1047
147.150,94,-111,-969
147.200,43,-140,-867
147.250,-130,-78,-1031
147.300,105,-56,-931
147.350,5,-79,-928
147.400,-120,-169,-1030
147.450,-95,-195,-1095
147.500,-106,34,-949
147.550,-100,-37,-954
147.600,-204,88,-1122
147.650,-16,-27,-875
147.700,-115,9,-1082
147.750,-25,-26,-1021
147.800,-25,10,-1073
147.850,-86,-19,-1058
147.900,-32,-30,-1000
147.950,-10,114,-1330
148.000,-188,28,-3409
148.050,2,8,-1203
148.100,130,-15,-1013
148.150,88,218,-1170
148.200,110,50,-987
148.250,47,203,-844
148.300,59,-16,-796
148.350,123,-41,-910
148.400,79,4,-916
148.450,-39,91,-986
148.500,128,15,-1133
148.550,37,14,-959
148.600,90,-164,-1021
148.650,25,-107,-962
148.700,105,-180,-1011
148.750,116,-56,-1014
148.800,59,-176,-849
148.850,56,-159,-1148
148.900,-111,-145,-917
148.950,-30,-120,-1081
149.000,119,79,-1219
149.050,-45,-60,-961
149.100,-72,-133,-946
149.150,76,-232,-1056
149.200,-22,-163,-1044
149.250,35,-48,-1042
149.300,-43,-168,-987
149.350,-53,51,-949
149.400,-84,-47,-1020
149.450,-1,83,-957
149.500,-97,-69,-1108
149.550,-135,78,-987
149.600,7,16,-1130
149.650,-144,112,-980
149.700,-71,55,-1040
149.750,-20,28,-969
149.800,-57,-48,-877
149.850,-66,156,-953
149.900,-33,58,-985
149.950,-58,32,-1372
150.000,-134,19,-3461
150.050,60,-63,-1293
150.100,137,166,-892
150.150,-51,12,-1113
150.200,168,256,-1129
150.250,57,-36,-1150
150.300,5,177,-1040
150.350,153,98,-1067
150.400,202,-57,-1042
150.450,134,-9,-1020
150.500,165,92,-1145
150.550,101,85,-874
150.600,-107,-92,-993
150.650,56,12,-961
150.700,124,-78,-1014
150.750,145,-28,-973
150.800,67,-142,-1061
150.850,56,-6,-1081
150.900,57,-63,-1021
150.950,6,-48,-1063
151.000,111,-240,-947
151.050,40,12,-1163
151.100,-116,-9,-1062
151.150,-48,-3,-1085
151.200,-142,-160,-1003
151.250,-131,-66,-1009
151.300,-41,-112,-956
151.350,-21,26,-965
151.400,-130,-23,-1112
151.450,-74,57,-1053
151.500,11,67,-843
151.550,-188,22,-1053
151.600,-128,92,-908
151.650,-91,19,-1087
151.700,-85,81,-950
151.750,4,26,-1054
151.800,48,102,-1137
151.850,83,34,-935
151.900,-57,100,-867
151.950,-161,73,-1392
152.000,-22,75,-3393
152.050,50,61,-1213
152.100,98,25,-1031
152.150,-9,106,-1031
152.200,118,38,-999
152.250,23,22,-932
152.300,-40,78,-934
152.350,194,-30,-903
152.400,86,38,-978
152.450,-7,121,-944
152.500,47,-47,-812
152.550,83,-22,-1131
152.600,77,11,-1044
152.650,101,-20,-1030
152.700,161,-74,-1007
152.750,70,-215,-954
152.800,120,-19,-964
152.850,38,-46,-782
152.900,-57,-47,-961
152.950,83,-213,-839
153.000,103,-119,-854
153.050,-2,71,-983
153.100,-192,-97,-1036
153.150,-155,-168,-978
153.200,-119,-1,-1135
153.250,-90,-33,-967
153.300,-126,-37,-1083
153.350,-145,-159,-895
153.400,-127,-110,-1023
153.450,10,125,-1072
153.500,45,-4,-908
153.550,-28,-46,-1055
153.600,-229,34,-967
153.650,-105,-54,-964
153.700,-16,72,-1050
153.750,-44,-4,-978
153.800,-29,166,-851
153.850,102,160,-1042
153.900,23,-18,-1001
153.950,-26,59,-1296
154.000,-34,261,-3497
154.050,168,122,-1416
154.100,40,267,-1013
154.150,53,133,-936
154.200,119,-54,-1058
154.250,28,314,-1064
154.300,92,274,-959
154.350,197,114,-1127
154.400,58,11,-1144
154.450,-68,96,-846
154.500,15,-9,-883
154.550,183,-129,-1003
154.600,128,-181,-1043
154.650,45,-230,-1064
154.700,91,-25,-1104
154.750,114,-87,-1011
154.800,11,-255,-931
154.850,83,-91,-1042
154.900,-77,-63,-1037
154.950,62,-45,-1040
155.000,-59,-113,-974
155.050,-154,-84,-1116
155.100,-60,90,-1079
155.150,-127,-122,-1018
155.200,-163,-54,-949
155.250,-30,-43,-1022
155.300,-157,-56,-958
155.350,-157,-62,-999
155.400,86,59,-892
155.450,-42,-65,-951
155.500,22,-79,-995
155.550,-88,61,-907
155.600,-111,18,-748
155.650,-128,-64,-989
155.700,-126,45,-1010
155.750,-253,78,-982
155.800,36,95,-907
155.850,86,131,-963
155.900,-57,145,-1027
155.950,-203,89,-1247
156.000,71,79,-3563
156.050,-6,96,-1432
156.100,-50,89,-984
156.150,92,25,-1154
156.200,43,159,-1118
156.250,2,17,-868
156.300,170,32,-938
156.350,33,43,-1147
156.400,17,-45,-1093
156.450,143,-64,-919
156.500,145,19,-906
156.550,119,-73,-1035
156.600,148,-133,-927
156.650,73,4,-991
156.700,18,68,-1019
156.750,95,-113,-1064
156.800,66,-121,-1005
156.850,56,-132,-921
156.900,79,-259,-1073
156.950,-14,-177,-1058
157.000,52,-61,-1129
157.050,-120,-79,-1024
157.100,34,-147,-997
157.150,-115,-112,-952
157.200,-28,-170,-916
157.250,-76,-36,-966
157.300,-117,11,-1058
157.350,-119,-143,-1124
157.400,81,-44,-1033
157.450,51,-155,-902
157.500,-80,-11,-1019
157.550,-123,135,-919
157.600,-106,-32,-998
157.650,-170,-20,-1024
157.700,-142,7,-1029
157.750,-154,192,-1170
157.800,-3,134,-1014
157.850,-59,100,-997
157.900,25,138,-1034
157.950,-95,124,-1295
158.000,63,56,-3319
158.050,-123,246,-1405
158.100,22,235,-852
158.150,170,153,-968
158.200,-52,-14,-1006
158.250,119,128,-932
158.300,193,172,-997
158.350,-78,126,-1018
158.400,56,44,-1103
158.450,81,-100,-1186
158.500,43,117,-991
158.550,161,-25,-968
158.600,-57,-89,-1070
158.650,-21,-37,-969
158.700,109,-64,-944
158.750,75,-49,-1047
158.800,102,-47,-1083
158.850,-7,-4,-1105
158.900,-2,-14,-946
158.950,94,-51,-1029
159.000,-142,64,-935
159.050,-87,-89,-1051
159.100,-39,-48,-1057
159.150,106,-116,-1036
159.200,35,-174,-990
159.250,99,-63,-982
159.300,-127,-133,-1018
159.350,93,28,-957
159.400,-40,46,-1026
159.450,-100,-21,-964
159.500,-177,-104,-1059
159.550,-68,-72,-938
159.600,-187,14,-1111
159.650,-40,-77,-1161
159.700,-76,85,-939
159.750,-57,105,-985
159.800,-42,191,-1017
159.850,-123,194,-923
159.900,15,52,-962
159.950,119,61,-1289
160.000,-107,26,-3455
160.050,68,71,-1430
160.100,-28,259,-996
160.150,115,136,-978
160.200,95,55,-910
160.250,78,46,-957
160.300,78,91,-1067
160.350,-52,-130,-1118
160.400,15,-15,-999
160.450,137,59,-1094
160.500,252,-9,-1048
160.550,91,6,-972
160.600,51,92,-1125
160.650,127,16,-1004
160.700,5,-52,-926
160.750,77,-112,-1163
160.800,83,-237,-912
160.850,-17,3,-921
160.900,29,-111,-844
160.950,-5,-123,-1037
161.000,-60,-99,-1012
161.050,-231,-183,-898
161.100,38,92,-1134
161.150,-204,-3,-1084
161.200,12,-133,-905
161.250,-96,-82,-880
161.300,-20,-110,-1222
161.350,38,-54,-978
161.400,-168,-40,-1065
161.450,-154,-217,-941
161.500,-83,-64,-908
161.550,-117,-20,-1082
161.600,27,200,-1084
161.650,-172,24,-938
161.700,-77,45,-937
161.750,-54,49,-1015
161.800,-88,161,-1002
161.850,-48,88,-926
161.900,-64,250,-1070
161.950,-134,118,-1317
162.000,-34,363,-3515
162.050,116,148,-1318
162.100,-43,108,-958
162.150,-60,-96,-902
162.200,110,117,-1022
162.250,136,-40,-1047
162.300,35,153,-1022
162.350,40,112,-923
162.400,84,63,-1103
162.450,53,-59,-1022
162.500,161,-60,-944
162.550,165,-88,-828
162.600,74,-118,-1075
162.650,126,-61,-990
162.700,-107,-132,-1118
162.750,135,-122,-1045
162.800,63,15,-930
162.850,117,-150,-1027
162.900,34,-175,-1007
162.950,21,-41,-1153
163.000,-26,-93,-858
163.050,35,-141,-1058
163.100,23,-57,-1071
163.150,-37,33,-951
163.200,-119,-198,-949
163.250,-53,10,-897
163.300,-138,-57,-1070
163.350,-229,-67,-934
163.400,-86,-32,-1122
163.450,-87,-15,-1000
163.500,-132,-25,-956
163.550,-68,-134,-975
163.600,-121,40,-941
163.650,-33,193,-1016
163.700,-26,-26,-947
163.750,-180,141,-1086
163.800,-162,128,-941
163.850,90,62,-1041
163.900,-36,-5,-1066
163.950,-6,-1,-1523
164.000,-119,105,-3663
164.050,94,164,-1296
164.100,14,104,-1100
164.150,73,157,-995
164.200,-45,-53,-1017
164.250,55,242,-1113
164.300,-45,84,-1038
164.350,312,-53,-877
164.400,21,29,-1022
164.450,22,124,-955
164.500,24,102,-1067
164.550,206,-1,-1063
164.600,100,-99,-1140
164.650,199,-93,-1061
164.700,-35,-38,-1163
164.750,-14,-55,-1096
164.800,107,-29,-929
164.850,25,-149,-1055
164.900,181,-52,-981
164.950,46,48,-884
165.000,-134,-80,-856
165.050,-33,-105,-1058
165.100,9,-124,-895
165.150,-129,-115,-986
165.200,-89,-106,-982
165.250,-96,-62,-1109
165.300,17,-212,-1054
165.350,23,-218,-833
165.400,-143,-55,-1001
165.450,-13,-28,-948
165.500,-23,125,-981
165.550,-148,-82,-1056
165.600,-122,-16,-938
165.650,-246,-7,-937
165.700,-111,50,-949
165.750,48,168,-1061
165.800,-210,85,-1082
165.850,-84,23,-911
165.900,-72,79,-924
165.950,19,77,-1328
166.000,123,166,-3595
166.050,54,112,-1242
166.100,3,145,-832
166.150,-21,88,-875
166.200,206,148,-969
166.250,64,-69,-1071
166.300,167,20,-1022
166.350,105,33,-1037
166.400,-81,63,-1002
166.450,118,-17,-947
166.500,31,117,-935
166.550,176,-34,-1181
166.600,10,-171,-997
166.650,120,119,-1056
166.700,41,-189,-780
166.750,120,32,-1033
166.800,34,-102,-1184
166.850,-16,-92,-977
166.900,124,-74,-1050
166.950,-53,-150,-853
167.000,16,-103,-870
167.050,31,-62,-1092
167.100,46,-188,-1008
167.150,-147,40,-956
